Fon Kodu,Fon Adı,Fon Tipi,Fon Türü,1 Ay (%),3 Ay (%),6 Ay (%),Yılbaşı (%),1 Yıl (%),3 Yıl (%),5 Yıl (%),İlk Fiyat (TL),Son Fiyat (TL),Günlük Getiri (%),Pay (Adet),Fon Toplam Değer (TL),Kategorisi,Yatırımcı Sayısı (Kişi),Pazar Payı(%),Borsa Yatırım Fonları Katılma Payları(%),Devlet Tahvili(%),Diğer(%),Döviz Cinsi Kamu İç Borçlanma Araçları(%),Finansman Bonosu(%),Gayrimenkul Yatırım Fonları Katılma Payları(%),Girişim Sermayesi Yatırım Fonları Katılma Payları(%),Hazine Bonosu(%),Hisse Senedi(%),Katılma Hesabı(Altın),Katılma Hesabı(TL)(%),Katılma Hesabı(Döviz)(%),Kamu Yurt Dışı Kira Sertifikaları(%),Kamu Dış Borçlanma Araçları(%),Kamu Kira Sertifikaları Döviz (%),Kamu Kira Sertifikaları TL (%),Kıymetli Madenler Cinsinden BYF(%),Kıymetli Madenler Cinsinden İhraç Edilen Kamu Kira Sertifikaları(%),Kıymetli Madenler Cinsinden İhraç Edilen Kamu Borçlanma Araçları(%),Kıymetli Madenler(%),Mevduat Döviz(%),Mevduat (TL)(%),Özel Sektör Dış Borçlanma Araçları(%),Özel Sektör Kira Sertifikaları(%),Özel Sektör Tahvili(%),Özel Sektör Yurt Dışı Kira Sertifikaları(%),Repo(%),Takasbank Para Piyasası(%),Ters-Repo(%),Vadeli İşlemler Nakit Teminatları(%),Varlığa Dayalı Menkul Kıymetler (%),Yabancı Borsa Yatırım Fonları(%),Yabancı Hisse Senedi(%),Yabancı Kamu Borçlanma Araçları(%),Yabancı Özel Sektör Borçlanma Araçları(%),Yatırım Fonları Katılma Payları(%),Toplam(%)
AJP,AXA HAYAT VE EMEKLİLİK A.Ş. OKS ATAK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,0.3929,1.192,24.8222,43.9019,51.9609,535.7224,775.5313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AJT,AXA HAYAT VE EMEKLİLİK A.Ş. OKS TEMKİNLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,2.7776,8.1256,24.2197,37.6984,51.9007,179.3101,259.7122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
BNB,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,2.5335,11.6451,24.988,39.9177,51.8811,166.134,260.1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AVP,AGESA HAYAT VE EMEKLİLİK A.Ş. DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,0.4253,2.443,24.3721,42.0872,51.575,442.9999,653.1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
BNO,ANADOLU HAYAT EMEKLİLİK A.Ş TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Hisse Senedi Fonu,-1.0898,4.6104,23.5651,43.3617,51.3418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
GHJ,GARANTİ EMEKLİLİK VE HAYAT A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-1.657,-4.4982,21.5185,46.0404,51.0992,953.9832,1361.4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AJZ,AXA HAYAT VE EMEKLİLİK A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-3.2748,-2.8392,22.6787,48.2495,51.0167,662.9871,1589.0951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
VED,TÜRKİYE HAYAT VE EMEKLİLİK A.Ş. OKS MUHAFAZAKAR KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,3.6426,11.2459,24.4554,35.0312,50.995,153.6227,226.8626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AEZ,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. ATA PORTFÖY DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-1.5632,-1.8493,22.9445,43.0006,50.8163,455.6718,838.9011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
BPJ,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-0.6694,0.5875,22.3039,43.6057,50.4587,461.3246,669.7242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AEN,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. İKİNCİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,1.2128,5.2607,20.2225,35.0179,50.4489,197.5904,279.5817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
VES,TÜRKİYE HAYAT VE EMEKLİLİK A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Borçlanma Araçları Fonu,3.6292,10.3959,24.091,36.4145,50.3912,160.0579,245.0131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
GEH,GARANTİ EMEKLİLİK VE HAYAT A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Hisse Senedi Fonu,-1.9099,-5.1249,25.1624,48.2807,50.2914,947.4367,1570.9717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
TBJ,TÜRKİYE HAYAT VE EMEKLİLİK A.Ş. TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Hisse Senedi Fonu,-2.4232,-0.1295,-2.9713,32.0436,50.1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AJY,AXA HAYAT VE EMEKLİLİK A.Ş. OKS ATAK KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-1.9889,-1.2378,22.9556,45.8228,50.0636,477.4106,948.7805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AE3,AGESA HAYAT VE EMEKLİLİK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-0.7281,-0.4157,21.8221,40.9024,49.9129,533.2229,766.1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
CHS,QNB SAĞLIK HAYAT  SİGORTA VE EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Standart Fon,1.2301,5.0715,20.8366,40.4652,49.8992,290.8576,393.8146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
FIR,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OSMANLI PORTFÖY DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,1.9003,5.8132,16.6107,35.8428,49.8512,399.831,788.0774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
VEU,TÜRKİYE HAYAT VE EMEKLİLİK A.Ş. TEMKİNLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,2.1115,9.2843,24.8085,35.6382,49.731,143.3584,213.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
ALS,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,0.855,0.5611,19.7643,38.2583,49.7029,456.9258,697.3371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
GHH,GARANTİ EMEKLİLİK VE HAYAT A.Ş. SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Hisse Senedi Fonu,-0.1731,-0.3662,19.1388,40.8068,49.4426,649.101,1060.5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
MHU,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS ATAK KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,0.5688,1.452,12.2637,44.2754,49.1736,504.529,766.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AZS,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Standart Fon,1.4321,4.5906,23.3801,35.7618,49.08,270.7435,370.0259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
GCY,GARANTİ EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Karma Fon,3.0593,9.9211,10.8209,27.0063,49.0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
MHN,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-0.0138,-0.1955,22.4532,39.9859,48.791,432.8872,523.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
NHN,NN HAYAT VE EMEKLİLİK A.Ş.İKİNCİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,3.3994,10.4209,21.5255,42.2069,48.7239,849.5146,1329.1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
KEZ,KATILIM EMEKLİLİK VE HAYAT A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-1.2617,-0.2626,18.649,41.7682,48.3814,693.7191,1929.6305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
FES,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. TEMKİNLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,2.6714,9.3582,22.799,37.2394,48.3529,172.7135,260.1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AH6,ANADOLU HAYAT EMEKLİLİK A.Ş. BİRİNCİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,0.9616,1.9298,11.9545,29.6783,48.2897,419.9349,833.0608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
CFC,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. ORTA VADELİ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Borçlanma Araçları Fonu,2.5681,9.459,25.9582,35.7896,48.0575,163.6387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AVN,AGESA HAYAT VE EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Standart Fon,1.4927,5.0754,23.8671,35.8994,48.0388,267.3953,362.4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
FYN,AGESA HAYAT VE EMEKLİLİK A.Ş. KATILIM STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Katılım Standart Fon,1.1876,3.9603,15.5913,29.1624,48.0107,315.817,542.7886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
MHV,METLİFE EMEKLİLİK VE HAYAT A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,0.4416,1.1378,13.2556,45.2546,47.9981,590.7203,1008.7808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AMG,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. BİRİNCİ KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,2.615,9.0346,15.5876,24.8223,47.9119,362.9984,678.1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
HED,AXA HAYAT VE EMEKLİLİK A.Ş. KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,2.1037,9.72,15.4674,24.326,47.8462,360.3704,690.8119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AZD,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. BİRİNCİ KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,2.6657,9.076,15.6903,24.9845,47.6002,360.1319,665.5848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AE4,AGESA HAYAT VE EMEKLİLİK A.Ş. BİRİNCİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,1.2915,4.2876,11.8355,25.8646,47.5836,291.0872,566.4835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
ATK,ANADOLU HAYAT EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Standart Fon,0.8867,3.5352,23.0263,35.248,47.5824,236.7878,321.0295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AFH,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,OKS Standart Fon,0.8144,4.1606,20.3836,32.2184,47.5107,287.653,399.7607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
GHE,GARANTİ EMEKLİLİK VE HAYAT A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-1.2274,-1.1624,21.8702,42.0796,47.4963,557.5131,794.8353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AHC,ANADOLU HAYAT EMEKLİLİK A.Ş. ÖZEL SEKTÖR BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Özel Sektör Borçlanma Araçları Fonu,3.433,10.717,23.2375,32.9573,47.2732,137.2825,204.9912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
FIG,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,2.4275,6.0286,13.9625,31.2467,47.2448,332.5686,539.8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
BPU,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. BİRİNCİ KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,2.8366,9.7621,15.2735,24.4948,47.2442,348.3889,663.8083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
MEV,METLİFE EMEKLİLİK VE HAYAT A.Ş.TEKNOLOJİ FON SEPETİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Fon Sepeti Fonu,-2.7043,-2.9178,-1.4095,27.406,47.1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
ALU,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-4.7052,-7.6589,16.3101,43.5261,46.7129,682.0778,948.0984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AZH,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Hisse Senedi Fonu,-1.4328,-6.0433,22.7734,47.0423,46.5407,941.1934,1597.9472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
HEC,AXA HAYAT VE EMEKLİLİK A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,OKS Standart Fon,0.8557,4.8855,19.004,29.5143,46.5236,261.1538,364.1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
CFD,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Borçlanma Araçları Fonu,2.2299,8.5629,15.7395,26.244,46.2942,363.7425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
GKB,GARANTİ EMEKLİLİK VE HAYAT A.Ş. KİRA SERTİFİKALARI KATILIM EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Katılım Fonu,3.0856,9.6864,22.4583,32.9777,46.1048,144.6646,209.8267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AZK,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Borçlanma Araçları Fonu,2.5608,7.867,21.0753,29.194,46.0956,161.1447,218.0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
EIK,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Dış Borçlanma Araçları Fonu,2.4061,8.5629,12.979,22.3795,45.8209,368.1948,723.5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
GHG,GARANTİ EMEKLİLİK VE HAYAT A.Ş. DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Dış Borçlanma Araçları Fonu,2.6361,9.5846,14.7852,23.9147,45.6787,354.4812,682.5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AGM,BEREKET EMEKLİLİK VE HAYAT A.Ş. MUHAFAZAKAR KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,2.1723,10.3055,18.1718,32.324,45.5411,233.0637,368.3262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AVG,AGESA HAYAT VE EMEKLİLİK A.Ş. DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Dış Borçlanma Araçları Fonu,2.6401,9.2207,14.4801,23.5636,45.4867,354.0794,660.9487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AH3,ANADOLU HAYAT EMEKLİLİK A.Ş. BİRİNCİ KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,1.4973,8.4526,14.1126,22.5094,45.4859,359.8715,664.7175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
HEK,AXA HAYAT VE EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Standart Fon,1.1464,4.6078,21.8133,34.2586,45.4668,242.3137,330.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
RZM,AXA HAYAT VE EMEKLİLİK A.Ş. KATILIM STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Katılım Standart Fon,1.4972,4.0063,16.1182,29.6471,45.4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
MHH,METLİFE EMEKLİLİK VE HAYAT A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Hisse Senedi Fonu,-2.5756,-7.8096,20.8358,40.9672,45.2627,939.7866,1345.8512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
CHH,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. BİRİNCİ HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Hisse Senedi Fonu,-3.2892,-6.5833,26.0785,49.1358,45.2287,974.6967,1804.1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AHB,ANADOLU HAYAT EMEKLİLİK A.Ş. İKİNCİ HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Hisse Senedi Fonu,-1.5628,-6.4194,21.6363,45.9883,45.185,927.8118,1568.4169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
GEK,GARANTİ EMEKLİLİK VE HAYAT A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Borçlanma Araçları Fonu,3.003,8.9326,20.8552,31.4874,45.112,176.1221,254.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
VET,TÜRKİYE HAYAT VE EMEKLİLİK A.Ş. KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,2.111,8.4925,14.1492,22.0788,45.0044,342.9817,647.2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
GHD,GARANTİ EMEKLİLİK VE HAYAT A.Ş. STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Standart Fon,1.0249,3.6753,20.6986,35.1083,44.961,267.6507,364.6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
BNS,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Standart Fon,0.9007,6.2341,20.8709,33.3918,44.9495,241.6864,329.6937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AJG,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-3.3102,-3.921,19.2435,40.6252,44.7079,586.8144,1326.7451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
FIC,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-1.544,-3.1216,16.9963,49.234,44.5781,880.1682,1201.8028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
IEB,NN HAYAT VE EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Standart Fon,0.899,6.165,20.6435,33.3281,44.5496,241.0218,325.2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AAJ,AGESA HAYAT VE EMEKLİLİK A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,OKS Standart Fon,1.2225,5.5652,19.6768,29.8657,44.3995,273.1392,383.9949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
VEG,TÜRKİYE HAYAT VE EMEKLİLİK A.Ş. BİRİNCİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,1.392,7.3417,14.1411,24.3477,44.2864,293.8774,531.1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AVH,AGESA HAYAT VE EMEKLİLİK A.Ş. BIST TEMETTÜ 25 ENDEKSİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Endeks Fon,-3.1455,-6.8568,23.638,45.5817,44.1947,499.3763,921.5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
VGF,TÜRKİYE HAYAT VE EMEKLİLİK A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,-2.7815,-3.6758,18.2336,42.2666,44.1531,738.6326,1194.5317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
KOA,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,OKS Standart Fon,1.2602,5.3378,19.755,29.6165,44.1144,267.0306,374.6607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
GCS,GARANTİ EMEKLİLİK VE HAYAT A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,OKS Standart Fon,1.1599,4.2921,18.6524,30.6106,43.7881,287.1374,425.3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
EHG,HDI FİBA EMEKLİLİK VE HAYAT A.Ş. OYAK PORTFÖY DEĞİŞKEN EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Değişken Fon,0.0154,1.7496,19.5525,37.8872,43.3414,312.0233,514.9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
AEU,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. BIST TEMETTÜ ENDEKSİ EMEKLİLİK YATIRIM FONU,Emeklilik Fonları,Endeks Fon,-2.1869,-7.505,23.3902,47.2458,43.3376,593.8831,1026.7251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
